      6    947    133          Itext Imax Icore

      Akmal, Pandariphande & Ravenhall: A18 + dv + UIX* model (the best one)

   Rho        Press       nbar       Ye         Ymu        Yn         Yp         Yla        Ysm        Ys0        Ysp       mstp       mstn       mstla      mstsm      msts0      mstsp
  g/cm3     dyne/cm2     #/fm3     [A_cell]    [A_ion]     [Z]

   4.89290e+10   6.13980e+28   2.93710e-05      56      56      22
   4.80910e+10   6.00000e+28   2.88680e-05      56      56      22
   4.72670e+10   5.86340e+28   2.83740e-05      56      56      22
   4.64570e+10   5.73000e+28   2.78890e-05      56      56      22
   4.56620e+10   5.59950e+28   2.74120e-05      56      56      22
   4.48790e+10   5.47210e+28   2.69430e-05      56      56      22
   4.41100e+10   5.34750e+28   2.64820e-05      56      56      22
   4.33550e+10   5.22580e+28   2.60290e-05      56      56      22
   4.26120e+10   5.10680e+28   2.55830e-05      56      56      22
   4.18820e+10   4.99060e+28   2.51460e-05      56      56      22
   4.11650e+10   4.87700e+28   2.47160e-05      56      56      22
   4.04600e+10   4.76600e+28   2.42930e-05      56      56      22
   3.97660e+10   4.65750e+28   2.38770e-05      56      56      22
   3.90850e+10   4.55150e+28   2.34690e-05      56      56      22
   3.84160e+10   4.44790e+28   2.30670e-05      56      56      22
   3.77580e+10   4.34660e+28   2.26730e-05      56      56      22
   3.71110e+10   4.24770e+28   2.22850e-05      56      56      22
   3.64750e+10   4.15100e+28   2.19030e-05      56      56      22
   3.58510e+10   4.05650e+28   2.15290e-05      56      56      22
   3.52370e+10   3.96420e+28   2.11600e-05      56      56      22
   3.46330e+10   3.87390e+28   2.07980e-05      56      56      22
   3.40400e+10   3.78570e+28   2.04430e-05      56      56      22
   3.34570e+10   3.69960e+28   2.00930e-05      56      56      22
   3.28840e+10   3.61540e+28   1.97490e-05      56      56      22
   3.23210e+10   3.53310e+28   1.94110e-05      56      56      22
   3.17670e+10   3.45260e+28   1.90790e-05      56      56      22
   3.12230e+10   3.37400e+28   1.87530e-05      56      56      22
   3.06880e+10   3.29720e+28   1.84320e-05      56      56      22
   3.01630e+10   3.22220e+28   1.81170e-05      56      56      22
   2.96460e+10   3.14880e+28   1.78070e-05      56      56      22
   2.91390e+10   3.07720e+28   1.75030e-05      56      56      22
   2.86400e+10   3.00710e+28   1.72030e-05      56      56      22
   2.81490e+10   2.93870e+28   1.69090e-05      56      56      22
   2.76670e+10   2.87180e+28   1.66200e-05      56      56      22
   2.71940e+10   2.80640e+28   1.63350e-05      56      56      22
   2.67280e+10   2.74250e+28   1.60560e-05      56      56      22
   2.62700e+10   2.68010e+28   1.57810e-05      56      56      22
   2.58200e+10   2.61910e+28   1.55120e-05      56      56      22
   2.53780e+10   2.55950e+28   1.52460e-05      56      56      22
   2.49440e+10   2.50120e+28   1.49860e-05      56      56      22
   2.45170e+10   2.44430e+28   1.47290e-05      56      56      22
   2.40970e+10   2.38860e+28   1.44770e-05      56      56      22
   2.36840e+10   2.33430e+28   1.42300e-05      56      56      22
   2.32790e+10   2.28110e+28   1.39860e-05      56      56      22
   2.28800e+10   2.22920e+28   1.37470e-05      56      56      22
   2.24890e+10   2.17850e+28   1.35120e-05      56      56      22
   2.21040e+10   2.12890e+28   1.32810e-05      56      56      22
   2.17250e+10   2.08040e+28   1.30540e-05      56      56      22
   2.13530e+10   2.03310e+28   1.28310e-05      56      56      22
   2.09880e+10   1.98680e+28   1.26110e-05      56      56      22
   2.06290e+10   1.94160e+28   1.23960e-05      56      56      22
   2.02760e+10   1.89740e+28   1.21840e-05      56      56      22
   1.99520e+10   1.85710e+28   1.19900e-05      56      56      22
   1.83210e+10   1.85710e+28   1.10100e-05      56      56      24
   1.82990e+10   1.85420e+28   1.09970e-05      56      56      24
   1.79860e+10   1.81200e+28   1.08090e-05      56      56      24
   1.76780e+10   1.77070e+28   1.06240e-05      56      56      24
   1.73750e+10   1.73040e+28   1.04420e-05      56      56      24
   1.70780e+10   1.69100e+28   1.02640e-05      56      56      24
   1.67860e+10   1.65250e+28   1.00880e-05      56      56      24
   1.64980e+10   1.61490e+28   9.91570e-06      56      56      24
   1.62160e+10   1.57820e+28   9.74620e-06      56      56      24
   1.59380e+10   1.54220e+28   9.57960e-06      56      56      24
   1.56660e+10   1.50710e+28   9.41580e-06      56      56      24
   1.53970e+10   1.47280e+28   9.25480e-06      56      56      24
   1.51340e+10   1.43930e+28   9.09660e-06      56      56      24
   1.48750e+10   1.40650e+28   8.94100e-06      56      56      24
   1.46200e+10   1.37450e+28   8.78820e-06      56      56      24
   1.43700e+10   1.34320e+28   8.63790e-06      56      56      24
   1.41240e+10   1.31270e+28   8.49030e-06      56      56      24
   1.38830e+10   1.28280e+28   8.34510e-06      56      56      24
   1.36450e+10   1.25360e+28   8.20250e-06      56      56      24
   1.34110e+10   1.22500e+28   8.06220e-06      56      56      24
   1.31820e+10   1.19720e+28   7.92440e-06      56      56      24
   1.29560e+10   1.16990e+28   7.78900e-06      56      56      24
   1.27350e+10   1.14330e+28   7.65580e-06      56      56      24
   1.25170e+10   1.11730e+28   7.52490e-06      56      56      24
   1.23030e+10   1.09180e+28   7.39630e-06      56      56      24
   1.20920e+10   1.06700e+28   7.26990e-06      56      56      24
   1.18850e+10   1.04270e+28   7.14560e-06      56      56      24
   1.16820e+10   1.01890e+28   7.02350e-06      56      56      24
   1.14820e+10   9.95750e+27   6.90340e-06      56      56      24
   1.12860e+10   9.73090e+27   6.78550e-06      56      56      24
   1.10930e+10   9.50940e+27   6.66950e-06      56      56      24
   1.09030e+10   9.29290e+27   6.55550e-06      56      56      24
   1.07160e+10   9.08140e+27   6.44350e-06      56      56      24
   1.05330e+10   8.87470e+27   6.33330e-06      56      56      24
   1.03530e+10   8.67260e+27   6.22510e-06      56      56      24
   1.01760e+10   8.47520e+27   6.11870e-06      56      56      24
   1.00020e+10   8.28230e+27   6.01410e-06      56      56      24
   9.83060e+09   8.09380e+27   5.91140e-06      56      56      24
   9.66240e+09   7.90950e+27   5.81040e-06      56      56      24
   9.49720e+09   7.72950e+27   5.71110e-06      56      56      24
   9.33470e+09   7.55360e+27   5.61350e-06      56      56      24
   9.17510e+09   7.38160e+27   5.51760e-06      56      56      24
   9.01820e+09   7.21360e+27   5.42330e-06      56      56      24
   8.86400e+09   7.04940e+27   5.33060e-06      56      56      24
   8.71240e+09   6.88890e+27   5.23950e-06      56      56      24
   8.56340e+09   6.73210e+27   5.15000e-06      56      56      24
   8.41690e+09   6.57890e+27   5.06200e-06      56      56      24
   8.27300e+09   6.42910e+27   4.97550e-06      56      56      24
   8.13150e+09   6.28280e+27   4.89050e-06      56      56      24
   7.99250e+09   6.13980e+27   4.80700e-06      56      56      24
   7.85580e+09   6.00000e+27   4.72480e-06      56      56      24
   7.72150e+09   5.86340e+27   4.64410e-06      56      56      24
   7.58950e+09   5.73000e+27   4.56480e-06      56      56      24
   7.45980e+09   5.59950e+27   4.48680e-06      56      56      24
   7.33220e+09   5.47210e+27   4.41020e-06      56      56      24
   7.20690e+09   5.34750e+27   4.33480e-06      56      56      24
   7.08370e+09   5.22580e+27   4.26080e-06      56      56      24
   6.96260e+09   5.10680e+27   4.18800e-06      56      56      24
   6.84360e+09   4.99060e+27   4.11650e-06      56      56      24
   6.72660e+09   4.87700e+27   4.04620e-06      56      56      24
   6.61160e+09   4.76600e+27   3.97710e-06      56      56      24
   6.49860e+09   4.65750e+27   3.90910e-06      56      56      24
   6.38750e+09   4.55150e+27   3.84240e-06      56      56      24
   6.27830e+09   4.44790e+27   3.77680e-06      56      56      24
   6.17100e+09   4.34660e+27   3.71230e-06      56      56      24
   6.06560e+09   4.24770e+27   3.64890e-06      56      56      24
   5.96190e+09   4.15100e+27   3.58660e-06      56      56      24
   5.86000e+09   4.05650e+27   3.52530e-06      56      56      24
   5.75990e+09   3.96420e+27   3.46510e-06      56      56      24
   5.66150e+09   3.87390e+27   3.40590e-06      56      56      24
   5.56470e+09   3.78570e+27   3.34780e-06      56      56      24
   5.46960e+09   3.69960e+27   3.29060e-06      56      56      24
   5.37620e+09   3.61540e+27   3.23440e-06      56      56      24
   5.28430e+09   3.53310e+27   3.17920e-06      56      56      24
   5.19400e+09   3.45260e+27   3.12490e-06      56      56      24
   5.10530e+09   3.37400e+27   3.07160e-06      56      56      24
   5.01810e+09   3.29720e+27   3.01920e-06      56      56      24
   4.93240e+09   3.22220e+27   2.96760e-06      56      56      24
   4.84810e+09   3.14880e+27   2.91700e-06      56      56      24
   4.76530e+09   3.07720e+27   2.86720e-06      56      56      24
   4.68390e+09   3.00710e+27   2.81820e-06      56      56      24
   4.60390e+09   2.93870e+27   2.77010e-06      56      56      24
   4.52530e+09   2.87180e+27   2.72280e-06      56      56      24
   4.44800e+09   2.80640e+27   2.67640e-06      56      56      24
   4.37200e+09   2.74250e+27   2.63070e-06      56      56      24
   4.29730e+09   2.68010e+27   2.58580e-06      56      56      24
   4.22390e+09   2.61910e+27   2.54170e-06      56      56      24
   4.15180e+09   2.55950e+27   2.49830e-06      56      56      24
   4.08090e+09   2.50120e+27   2.45570e-06      56      56      24
   4.01120e+09   2.44430e+27   2.41380e-06      56      56      24
   3.94270e+09   2.38860e+27   2.37260e-06      56      56      24
   3.87540e+09   2.33430e+27   2.33210e-06      56      56      24
   3.80930e+09   2.28110e+27   2.29230e-06      56      56      24
   3.74420e+09   2.22920e+27   2.25320e-06      56      56      24
   3.68030e+09   2.17850e+27   2.21480e-06      56      56      24
   3.61750e+09   2.12890e+27   2.17700e-06      56      56      24
   3.55570e+09   2.08040e+27   2.13980e-06      56      56      24
   3.49500e+09   2.03310e+27   2.10330e-06      56      56      24
   3.43540e+09   1.98680e+27   2.06750e-06      56      56      24
   3.37670e+09   1.94160e+27   2.03220e-06      56      56      24
   3.31910e+09   1.89740e+27   1.99750e-06      56      56      24
   3.26250e+09   1.85420e+27   1.96350e-06      56      56      24
   3.20680e+09   1.81200e+27   1.93000e-06      56      56      24
   3.15210e+09   1.77070e+27   1.89710e-06      56      56      24
   3.09830e+09   1.73040e+27   1.86470e-06      56      56      24
   3.04540e+09   1.69100e+27   1.83290e-06      56      56      24
   2.99350e+09   1.65250e+27   1.80170e-06      56      56      24
   2.94240e+09   1.61490e+27   1.77090e-06      56      56      24
   2.89220e+09   1.57820e+27   1.74070e-06      56      56      24
   2.84280e+09   1.54220e+27   1.71110e-06      56      56      24
   2.79430e+09   1.50710e+27   1.68190e-06      56      56      24
   2.74670e+09   1.47280e+27   1.65320e-06      56      56      24
   2.69980e+09   1.43930e+27   1.62500e-06      56      56      24
   2.65380e+09   1.40650e+27   1.59730e-06      56      56      24
   2.60850e+09   1.37450e+27   1.57010e-06      56      56      24
   2.56400e+09   1.34320e+27   1.54330e-06      56      56      24
   2.52030e+09   1.31270e+27   1.51700e-06      56      56      24
   2.47730e+09   1.28280e+27   1.49120e-06      56      56      24
   2.43510e+09   1.25360e+27   1.46580e-06      56      56      24
   2.39360e+09   1.22500e+27   1.44080e-06      56      56      24
   2.35280e+09   1.19720e+27   1.41620e-06      56      56      24
   2.31260e+09   1.16990e+27   1.39210e-06      56      56      24
   2.27320e+09   1.14330e+27   1.36840e-06      56      56      24
   2.23450e+09   1.11730e+27   1.34510e-06      56      56      24
   2.19640e+09   1.09180e+27   1.32220e-06      56      56      24
   2.15890e+09   1.06700e+27   1.29960e-06      56      56      24
   2.12210e+09   1.04270e+27   1.27750e-06      56      56      24
   2.08600e+09   1.01890e+27   1.25570e-06      56      56      24
   2.05040e+09   9.95750e+26   1.23430e-06      56      56      24
   2.01550e+09   9.73090e+26   1.21330e-06      56      56      24
   1.98110e+09   9.50940e+26   1.19270e-06      56      56      24
   1.94740e+09   9.29290e+26   1.17230e-06      56      56      24
   1.91420e+09   9.08140e+26   1.15240e-06      56      56      24
   1.88160e+09   8.87470e+26   1.13280e-06      56      56      24
   1.84950e+09   8.67260e+26   1.11350e-06      56      56      24
   1.81800e+09   8.47520e+26   1.09450e-06      56      56      24
   1.78710e+09   8.28230e+26   1.07590e-06      56      56      24
   1.75660e+09   8.09380e+26   1.05760e-06      56      56      24
   1.72670e+09   7.90950e+26   1.03960e-06      56      56      24
   1.69730e+09   7.72950e+26   1.02190e-06      56      56      24
   1.66840e+09   7.55360e+26   1.00450e-06      56      56      24
   1.64000e+09   7.38160e+26   9.87380e-07      56      56      24
   1.61210e+09   7.21360e+26   9.70570e-07      56      56      24
   1.58460e+09   7.04940e+26   9.54060e-07      56      56      24
   1.55760e+09   6.88890e+26   9.37820e-07      56      56      24
   1.53110e+09   6.73210e+26   9.21860e-07      56      56      24
   1.50510e+09   6.57890e+26   9.06180e-07      56      56      24
   1.49060e+09   6.49450e+26   8.97500e-07      56      56      24
   1.37840e+09   6.49450e+26   8.29900e-07      56      56      26
   1.36800e+09   6.42910e+26   8.23670e-07      56      56      26
   1.34470e+09   6.28280e+26   8.09660e-07      56      56      26
   1.32180e+09   6.13980e+26   7.95880e-07      56      56      26
   1.29930e+09   6.00000e+26   7.82350e-07      56      56      26
   1.27720e+09   5.86340e+26   7.69040e-07      56      56      26
   1.25550e+09   5.73000e+26   7.55960e-07      56      56      26
   1.23410e+09   5.59950e+26   7.43110e-07      56      56      26
   1.21310e+09   5.47210e+26   7.30470e-07      56      56      26
   1.19250e+09   5.34750e+26   7.18050e-07      56      56      26
   1.17220e+09   5.22580e+26   7.05840e-07      56      56      26
   1.15230e+09   5.10680e+26   6.93840e-07      56      56      26
   1.13270e+09   4.99060e+26   6.82050e-07      56      56      26
   1.11340e+09   4.87700e+26   6.70450e-07      56      56      26
   1.09450e+09   4.76600e+26   6.59060e-07      56      56      26
   1.07590e+09   4.65750e+26   6.47860e-07      56      56      26
   1.05760e+09   4.55150e+26   6.36850e-07      56      56      26
   1.03960e+09   4.44790e+26   6.26030e-07      56      56      26
   1.02190e+09   4.34660e+26   6.15390e-07      56      56      26
   1.00460e+09   4.24770e+26   6.04930e-07      56      56      26
   9.87480e+08   4.15100e+26   5.94660e-07      56      56      26
   9.70700e+08   4.05650e+26   5.84550e-07      56      56      26
   9.54210e+08   3.96420e+26   5.74630e-07      56      56      26
   9.37990e+08   3.87390e+26   5.64870e-07      56      56      26
   9.22060e+08   3.78570e+26   5.55270e-07      56      56      26
   9.06390e+08   3.69960e+26   5.45840e-07      56      56      26
   8.90990e+08   3.61540e+26   5.36580e-07      56      56      26
   8.75860e+08   3.53310e+26   5.27470e-07      56      56      26
   8.60980e+08   3.45260e+26   5.18510e-07      56      56      26
   8.46360e+08   3.37400e+26   5.09710e-07      56      56      26
   8.31990e+08   3.29720e+26   5.01060e-07      56      56      26
   8.17860e+08   3.22220e+26   4.92550e-07      56      56      26
   8.03980e+08   3.14880e+26   4.84190e-07      56      56      26
   7.90330e+08   3.07720e+26   4.75980e-07      56      56      26
   7.76910e+08   3.00710e+26   4.67900e-07      56      56      26
   7.63730e+08   2.93870e+26   4.59960e-07      56      56      26
   7.50760e+08   2.87180e+26   4.52160e-07      56      56      26
   7.38020e+08   2.80640e+26   4.44490e-07      56      56      26
   7.25500e+08   2.74250e+26   4.36950e-07      56      56      26
   7.13190e+08   2.68010e+26   4.29540e-07      56      56      26
   7.01090e+08   2.61910e+26   4.22260e-07      56      56      26
   6.89200e+08   2.55950e+26   4.15100e-07      56      56      26
   6.77510e+08   2.50120e+26   4.08060e-07      56      56      26
   6.66020e+08   2.44430e+26   4.01140e-07      56      56      26
   6.54730e+08   2.38860e+26   3.94340e-07      56      56      26
   6.43630e+08   2.33430e+26   3.87660e-07      56      56      26
   6.32720e+08   2.28110e+26   3.81090e-07      56      56      26
   6.21990e+08   2.22920e+26   3.74630e-07      56      56      26
   6.11450e+08   2.17850e+26   3.68290e-07      56      56      26
   6.01080e+08   2.12890e+26   3.62050e-07      56      56      26
   5.90900e+08   2.08040e+26   3.55910e-07      56      56      26
   5.80890e+08   2.03310e+26   3.49880e-07      56      56      26
   5.71040e+08   1.98680e+26   3.43960e-07      56      56      26
   5.61370e+08   1.94160e+26   3.38130e-07      56      56      26
   5.51860e+08   1.89740e+26   3.32410e-07      56      56      26
   5.42520e+08   1.85420e+26   3.26780e-07      56      56      26
   5.33330e+08   1.81200e+26   3.21250e-07      56      56      26
   5.24300e+08   1.77070e+26   3.15810e-07      56      56      26
   5.15420e+08   1.73040e+26   3.10470e-07      56      56      26
   5.06700e+08   1.69100e+26   3.05210e-07      56      56      26
   4.98120e+08   1.65250e+26   3.00050e-07      56      56      26
   4.89690e+08   1.61490e+26   2.94970e-07      56      56      26
   4.81400e+08   1.57820e+26   2.89980e-07      56      56      26
   4.73260e+08   1.54220e+26   2.85080e-07      56      56      26
   4.65250e+08   1.50710e+26   2.80260e-07      56      56      26
   4.57380e+08   1.47280e+26   2.75520e-07      56      56      26
   4.49650e+08   1.43930e+26   2.70860e-07      56      56      26
   4.42040e+08   1.40650e+26   2.66280e-07      56      56      26
   4.34570e+08   1.37450e+26   2.61780e-07      56      56      26
   4.27220e+08   1.34320e+26   2.57360e-07      56      56      26
   4.20000e+08   1.31270e+26   2.53010e-07      56      56      26
   4.12900e+08   1.28280e+26   2.48730e-07      56      56      26
   4.05930e+08   1.25360e+26   2.44530e-07      56      56      26
   3.99070e+08   1.22500e+26   2.40400e-07      56      56      26
   3.92320e+08   1.19720e+26   2.36340e-07      56      56      26
   3.85700e+08   1.16990e+26   2.32350e-07      56      56      26
   3.79180e+08   1.14330e+26   2.28430e-07      56      56      26
   3.72780e+08   1.11730e+26   2.24570e-07      56      56      26
   3.66490e+08   1.09180e+26   2.20780e-07      56      56      26
   3.60300e+08   1.06700e+26   2.17060e-07      56      56      26
   3.54220e+08   1.04270e+26   2.13390e-07      56      56      26
   3.48240e+08   1.01890e+26   2.09790e-07      56      56      26
   3.42360e+08   9.95750e+25   2.06250e-07      56      56      26
   3.36590e+08   9.73090e+25   2.02770e-07      56      56      26
   3.30910e+08   9.50940e+25   1.99360e-07      56      56      26
   3.25330e+08   9.29290e+25   1.95990e-07      56      56      26
   3.19840e+08   9.08140e+25   1.92690e-07      56      56      26
   3.14450e+08   8.87470e+25   1.89440e-07      56      56      26
   3.09150e+08   8.67260e+25   1.86250e-07      56      56      26
   3.03940e+08   8.47520e+25   1.83110e-07      56      56      26
   2.98810e+08   8.28230e+25   1.80030e-07      56      56      26
   2.93780e+08   8.09380e+25   1.76990e-07      56      56      26
   2.88830e+08   7.90950e+25   1.74010e-07      56      56      26
   2.83960e+08   7.72950e+25   1.71080e-07      56      56      26
   2.79180e+08   7.55360e+25   1.68200e-07      56      56      26
   2.74480e+08   7.38160e+25   1.65370e-07      56      56      26
   2.69860e+08   7.21360e+25   1.62590e-07      56      56      26
   2.65320e+08   7.04940e+25   1.59850e-07      56      56      26
   2.60850e+08   6.88890e+25   1.57160e-07      56      56      26
   2.56460e+08   6.73210e+25   1.54520e-07      56      56      26
   2.52150e+08   6.57890e+25   1.51920e-07      56      56      26
   2.47900e+08   6.42910e+25   1.49360e-07      56      56      26
   2.43730e+08   6.28280e+25   1.46850e-07      56      56      26
   2.39640e+08   6.13980e+25   1.44380e-07      56      56      26
   2.35610e+08   6.00000e+25   1.41960e-07      56      56      26
   2.31650e+08   5.86340e+25   1.39570e-07      56      56      26
   2.27750e+08   5.73000e+25   1.37230e-07      56      56      26
   2.23930e+08   5.59950e+25   1.34920e-07      56      56      26
   2.20170e+08   5.47210e+25   1.32650e-07      56      56      26
   2.16470e+08   5.34750e+25   1.30430e-07      56      56      26
   2.12830e+08   5.22580e+25   1.28240e-07      56      56      26
   2.09260e+08   5.10680e+25   1.26080e-07      56      56      26
   2.05750e+08   4.99060e+25   1.23970e-07      56      56      26
   2.02290e+08   4.87700e+25   1.21890e-07      56      56      26
   1.98900e+08   4.76600e+25   1.19840e-07      56      56      26
   1.95560e+08   4.65750e+25   1.17830e-07      56      56      26
   1.92280e+08   4.55150e+25   1.15860e-07      56      56      26
   1.89060e+08   4.44790e+25   1.13920e-07      56      56      26
   1.85890e+08   4.34660e+25   1.12010e-07      56      56      26
   1.82770e+08   4.24770e+25   1.10130e-07      56      56      26
   1.79710e+08   4.15100e+25   1.08280e-07      56      56      26
   1.76700e+08   4.05650e+25   1.06470e-07      56      56      26
   1.73740e+08   3.96420e+25   1.04690e-07      56      56      26
   1.70830e+08   3.87390e+25   1.02930e-07      56      56      26
   1.67970e+08   3.78570e+25   1.01210e-07      56      56      26
   1.65150e+08   3.69960e+25   9.95170e-08      56      56      26
   1.62390e+08   3.61540e+25   9.78510e-08      56      56      26
   1.59670e+08   3.53310e+25   9.62140e-08      56      56      26
   1.57000e+08   3.45260e+25   9.46050e-08      56      56      26
   1.54380e+08   3.37400e+25   9.30230e-08      56      56      26
   1.51790e+08   3.29720e+25   9.14680e-08      56      56      26
   1.49260e+08   3.22220e+25   8.99390e-08      56      56      26
   1.46760e+08   3.14880e+25   8.84360e-08      56      56      26
   1.44310e+08   3.07720e+25   8.69580e-08      56      56      26
   1.41900e+08   3.00710e+25   8.55060e-08      56      56      26
   1.39530e+08   2.93870e+25   8.40780e-08      56      56      26
   1.37200e+08   2.87180e+25   8.26740e-08      56      56      26
   1.34910e+08   2.80640e+25   8.12940e-08      56      56      26
   1.32650e+08   2.74250e+25   7.99380e-08      56      56      26
   1.30440e+08   2.68010e+25   7.86040e-08      56      56      26
   1.28270e+08   2.61910e+25   7.72930e-08      56      56      26
   1.26130e+08   2.55950e+25   7.60040e-08      56      56      26
   1.24020e+08   2.50120e+25   7.47370e-08      56      56      26
   1.21960e+08   2.44430e+25   7.34920e-08      56      56      26
   1.19920e+08   2.38860e+25   7.22670e-08      56      56      26
   1.17920e+08   2.33430e+25   7.10630e-08      56      56      26
   1.15960e+08   2.28110e+25   6.98800e-08      56      56      26
   1.14030e+08   2.22920e+25   6.87160e-08      56      56      26
   1.12130e+08   2.17850e+25   6.75720e-08      56      56      26
   1.10260e+08   2.12890e+25   6.64480e-08      56      56      26
   1.08430e+08   2.08040e+25   6.53420e-08      56      56      26
   1.06630e+08   2.03310e+25   6.42560e-08      56      56      26
   1.04850e+08   1.98680e+25   6.31870e-08      56      56      26
   1.03110e+08   1.94160e+25   6.21370e-08      56      56      26
   1.01390e+08   1.89740e+25   6.11040e-08      56      56      26
   9.97100e+07   1.85420e+25   6.00890e-08      56      56      26
   9.80530e+07   1.81200e+25   5.90910e-08      56      56      26
   9.64250e+07   1.77070e+25   5.81100e-08      56      56      26
   9.48240e+07   1.73040e+25   5.71450e-08      56      56      26
   9.32500e+07   1.69100e+25   5.61970e-08      56      56      26
   9.17020e+07   1.65250e+25   5.52640e-08      56      56      26
   9.01810e+07   1.61490e+25   5.43480e-08      56      56      26
   8.86850e+07   1.57820e+25   5.34460e-08      56      56      26
   8.72150e+07   1.54220e+25   5.25600e-08      56      56      26
   8.57690e+07   1.50710e+25   5.16890e-08      56      56      26
   8.43480e+07   1.47280e+25   5.08330e-08      56      56      26
   8.29510e+07   1.43930e+25   4.99910e-08      56      56      26
   8.15770e+07   1.40650e+25   4.91630e-08      56      56      26
   8.02270e+07   1.37450e+25   4.83500e-08      56      56      26
   7.88990e+07   1.34320e+25   4.75500e-08      56      56      26
   7.75930e+07   1.31270e+25   4.67630e-08      56      56      26
   7.63100e+07   1.28280e+25   4.59900e-08      56      56      26
   7.50480e+07   1.25360e+25   4.52290e-08      56      56      26
   7.38080e+07   1.22500e+25   4.44820e-08      56      56      26
   7.25880e+07   1.19720e+25   4.37470e-08      56      56      26
   7.13890e+07   1.16990e+25   4.30240e-08      56      56      26
   7.02100e+07   1.14330e+25   4.23140e-08      56      56      26
   6.90510e+07   1.11730e+25   4.16160e-08      56      56      26
   6.79110e+07   1.09180e+25   4.09290e-08      56      56      26
   6.67910e+07   1.06700e+25   4.02540e-08      56      56      26
   6.56890e+07   1.04270e+25   3.95900e-08      56      56      26
   6.46060e+07   1.01890e+25   3.89370e-08      56      56      26
   6.35410e+07   9.95750e+24   3.82960e-08      56      56      26
   6.24940e+07   9.73090e+24   3.76650e-08      56      56      26
   6.14650e+07   9.50940e+24   3.70450e-08      56      56      26
   6.04530e+07   9.29290e+24   3.64350e-08      56      56      26
   5.94580e+07   9.08140e+24   3.58350e-08      56      56      26
   5.84800e+07   8.87470e+24   3.52460e-08      56      56      26
   5.75180e+07   8.67260e+24   3.46660e-08      56      56      26
   5.65720e+07   8.47520e+24   3.40960e-08      56      56      26
   5.56420e+07   8.28230e+24   3.35360e-08      56      56      26
   5.47280e+07   8.09380e+24   3.29850e-08      56      56      26
   5.38290e+07   7.90950e+24   3.24430e-08      56      56      26
   5.29450e+07   7.72950e+24   3.19100e-08      56      56      26
   5.20760e+07   7.55360e+24   3.13870e-08      56      56      26
   5.12220e+07   7.38160e+24   3.08720e-08      56      56      26
   5.03810e+07   7.21360e+24   3.03660e-08      56      56      26
   4.95550e+07   7.04940e+24   2.98680e-08      56      56      26
   4.87430e+07   6.88890e+24   2.93780e-08      56      56      26
   4.79450e+07   6.73210e+24   2.88970e-08      56      56      26
   4.71590e+07   6.57890e+24   2.84240e-08      56      56      26
   4.63870e+07   6.42910e+24   2.79590e-08      56      56      26
   4.56280e+07   6.28280e+24   2.75010e-08      56      56      26
4.35556E+06	2.10831E+23	2.62579E-09	56	56	26
3.94365E+06	1.81505E+23	2.37748E-09	56	56	26
3.57202E+06	1.56257E+23	2.15345E-09	56	56	26
3.23662E+06	1.34522E+23	1.95126E-09	56	56	26
2.93379E+06	1.15810E+23	1.76870E-09	56	56	26
2.894E+06      1.132E+23      1.743E-09      56.       56.       26.
1.701E+06      4.983E+22      1.025E-09      56.       56.       26.
1.000E+06      2.159E+22      6.023E-10      56.       56.       26.
5.878E+05      9.218E+21      3.540E-10      56.       56.       26.
3.455E+05      3.882E+21      2.081E-10      56.       56.       26.
2.031E+05      1.615E+21      1.223E-10      56.       56.       26.
1.194E+05      6.639E+20      7.190E-11      56.       56.       26.
7.017E+04      2.700E+20      4.226E-11      56.       56.       26.
4.125E+04      1.086E+20      2.484E-11      56.       56.       26.
2.424E+04      4.319E+19      1.460E-11      56.       56.       26.
1.425E+04      1.693E+19      8.583E-12      56.       56.       26.
8.377E+03      6.528E+18      5.045E-12      56.       56.       26.
4.924E+03      2.460E+18      2.966E-12      56.       56.       26.
2.894E+03      8.985E+17      1.743E-12      56.       56.       26.
1.701E+03      3.127E+17      1.025E-12      56.       56.       26.
1.000E+03      1.003E+17      6.023E-13      56.       56.       26.
